symbol,name,date,isEnabled,type,iexId
CTL,CenturyLink Inc.,2019-03-26,true,cs,1546
CTLT,Catalent Inc.,2019-03-26,true,cs,8543
CTMX,CytomX Therapeutics Inc.,2019-03-26,true,cs,10460
CTO,Consolidated-Tomoka Land Co.,2019-03-26,true,cs,1548
CTR,ClearBridge MLP and Midstream Total Return Fund Inc.,2019-03-26,true,cs,1551
CTRA,Contura Energy Inc.,2019-03-26,true,cs,15215
CTRC,Centric Brands Inc.,2019-03-26,true,cs,3812
CTRE,CareTrust REIT Inc.,2019-03-26,true,cs,8624
CTRL,Control4 Corporation,2019-03-26,true,cs,1552
CTRM,Castor Maritime Inc.,2019-03-26,true,cs,15428
CTRN,Citi Trends Inc.,2019-03-26,true,cs,1553
CTRP,Ctrip.com International Ltd.,2019-03-26,true,cs,1554
CTRV,ContraVir Pharmaceuticals Inc.,2019-03-26,true,cs,9779
CTS,CTS Corporation,2019-03-26,true,cs,1556
CTSH,Cognizant Technology Solutions Corporation,2019-03-26,true,cs,1557
CTSO,CytoSorbents Corporation,2019-03-26,true,cs,9614
CTST,CannTrust Holdings Inc.,2019-03-26,true,cs,15462
CTT,CatchMark Timber Trust Inc. Class A,2019-03-26,true,cs,7805
CTV,,2019-03-26,true,N/A,9297
CTWS,Connecticut Water Service Inc.,2019-03-26,true,cs,1560
CTXR,Citius Pharmaceuticals Inc.,2019-03-26,true,cs,13219
CTXRW,Citius Pharmaceuticals Inc. Warrant,2019-03-26,true,N/A,13220
CTXS,Citrix Systems Inc.,2019-03-26,true,cs,1562
CTY,Qwest Corporation 6.125% Notes due 2053,2019-03-26,true,N/A,1563
CTZ,,2019-03-26,true,N/A,10510
CUB,Cubic Corporation,2019-03-26,true,cs,1567
CUBA,The Herzfeld Caribbean Basin Fund Inc.,2019-03-26,true,cs,1568
CUBE,CubeSmart,2019-03-26,true,cs,1569
CUBI,Customers Bancorp Inc,2019-03-26,true,cs,1571
CUBI-C,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series C,2019-03-26,true,ps,10018
CUBI-D,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,2019-03-26,true,ps,11050
CUBI-E,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series E,2019-03-26,true,ps,11309
CUBI-F,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,2019-03-26,true,ps,11881
CUE,Cue Biopharma Inc.,2019-03-26,true,cs,13879
CUI,CUI Global Inc.,2019-03-26,true,cs,1573
CUK,Carnival Plc ADS ADS,2019-03-26,true,cs,1574
CULP,Culp Inc.,2019-03-26,true,cs,1174
CUMB,Virtus Cumberland Municipal Bond,2019-03-26,true,N/A,12306
CUO,Continental Materials Corporation,2019-03-26,true,cs,1576
CUR,Neuralstem Inc.,2019-03-26,true,cs,1578
CURE,Direxion Daily Healthcare Bull 3X Shares,2019-03-26,true,et,1579
CURO,CURO Group Holdings Corp.,2019-03-26,true,cs,13641
CUT,Invesco MSCI Global Timber,2019-03-26,true,et,14379
CUTR,Cutera Inc.,2019-03-26,true,cs,1581
CUZ,Cousins Properties Incorporated,2019-03-26,true,cs,1582
CVA,Covanta Holding Corporation,2019-03-26,true,cs,1584
CVBF,CVB Financial Corporation,2019-03-26,true,cs,1586
CVCO,Cavco Industries Inc.,2019-03-26,true,cs,1588
CVCY,Central Valley Community Bancorp,2019-03-26,true,cs,1589
CVE,Cenovus Energy Inc,2019-03-26,true,cs,1591
CVEO,Civeo Corporation (Canada),2019-03-26,true,cs,10312
CVET,Covetrus Inc.,2019-03-26,true,cs,15370
CVGI,Commercial Vehicle Group Inc.,2019-03-26,true,cs,1593
CVGW,Calavo Growers Inc.,2019-03-26,true,cs,1594
CVI,CVR Energy Inc.,2019-03-26,true,cs,1595
CVIA,Covia Holdings Corporation,2019-03-26,true,cs,14684
CVLT,Commvault Systems Inc.,2019-03-26,true,cs,1596
CVLY,Codorus Valley Bancorp Inc,2019-03-26,true,cs,1597
CVM,Cel-Sci Corporation,2019-03-26,true,cs,1598
CVNA,Carvana Co. Class A,2019-03-26,true,cs,12750
CVR,Chicago Rivet & Machine Co.,2019-03-26,true,cs,1601
CVRS,Corindus Vascular Robotics Inc. (DE),2019-03-26,true,cs,10042
CVS,CVS Health Corporation,2019-03-26,true,cs,1603
CVTI,Covenant Transportation Group Inc.,2019-03-26,true,cs,1604
CVU,CPI Aerostructures Inc.,2019-03-26,true,cs,1605
CVV,CVD Equipment Corporation,2019-03-26,true,cs,1606
CVX,Chevron Corporation,2019-03-26,true,cs,1607
CVY,Invesco Zacks Multi-Asset Income,2019-03-26,true,et,14380
CW,Curtiss-Wright Corporation,2019-03-26,true,cs,1609
CWAI,CWA Income,2019-03-26,true,N/A,12739
CWB,SPDR Bloomberg Barclays Convertible Securities,2019-03-26,true,et,1610
CWBC,Community West Bancshares,2019-03-26,true,cs,1611
CWBR,CohBar Inc.,2019-03-26,true,cs,13924
CWCO,Consolidated Water Co. Ltd.,2019-03-26,true,cs,1612
CWEB,Direxion Daily CSI China Internet Index Bull 2X Shares,2019-03-26,true,N/A,12044
CWEN,Clearway Energy Inc. Class C,2019-03-26,true,cs,10001
CWEN.A,Clearway Energy Inc. Class A,2019-03-26,true,cs,5057
CWH,Camping World Holdings Inc. Class A Commom Stock,2019-03-26,true,cs,11890
CWI,SPDR MSCI ACWI ex-US,2019-03-26,true,et,1619
CWK,Cushman & Wakefield plc,2019-03-26,true,cs,14827
CWS,AdvisorShares Focused Equity,2019-03-26,true,N/A,11863
CWST,Casella Waste Systems Inc.,2019-03-26,true,cs,1620
CWT,California Water Service Group,2019-03-26,true,cs,1621
CX,Cemex S.A.B. de C.V. Sponsored ADR,2019-03-26,true,cs,1624
CXDC,China XD Plastics Company Limited,2019-03-26,true,cs,1626
CXE,MFS High Income Municipal Trust,2019-03-26,true,cs,1627
CXH,MFS Investment Grade Municipal Trust,2019-03-26,true,cs,1628
CXO,Concho Resources Inc.,2019-03-26,true,cs,1630
CXP,Columbia Property Trust Inc.,2019-03-26,true,cs,8005
CXSE,WisdomTree China Dividend Ex-Financials Fund,2019-03-26,true,et,1241
CXW,CoreCivic Inc.,2019-03-26,true,cs,1632
CY,Cypress Semiconductor Corporation,2019-03-26,true,cs,1633
CYAD,Celyad SA,2019-03-26,true,cs,10014
CYAN,Cyanotech Corporation,2019-03-26,true,cs,1634
CYB,WisdomTree Chinese Yuan Strategy Fund,2019-03-26,true,et,1635
CYBE,CyberOptics Corporation,2019-03-26,true,cs,1636
CYBR,CyberArk Software Ltd.,2019-03-26,true,cs,8879
CYCC,Cyclacel Pharmaceuticals Inc.,2019-03-26,true,cs,1638
CYCCP,Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,2019-03-26,true,ps,1639
CYCNV,Cyclerion Therapeutics Inc.,2019-03-26,true,cs,15507
CYD,China Yuchai International Limited,2019-03-26,true,cs,1640
CYH,Community Health Systems Inc.,2019-03-26,true,cs,1642
CYOU,Changyou.com Limited,2019-03-26,true,cs,1647
CYRN,CYREN Ltd.,2019-03-26,true,cs,1538
CYRX,CryoPort Inc.,2019-03-26,true,cs,10338
CYRXW,,2019-03-26,true,N/A,10334
CYTK,Cytokinetics Incorporated,2019-03-26,true,cs,1652
CYTR,CytRx Corporation,2019-03-26,true,cs,1653
CYTX,Cytori Therapeutics Inc.,2019-03-26,true,cs,1654
CYTXZ,Cytori Therapeutics Inc. Series S Warrant,2019-03-26,true,N/A,14670
CZA,Invesco Zacks Mid-Cap,2019-03-26,true,et,14381
CZFC,Citizens First Corporation,2019-03-26,true,cs,1656
CZNC,Citizens & Northern Corp,2019-03-26,true,cs,1657
CZR,Caesars Entertainment Corporation,2019-03-26,true,cs,1658
CZWI,Citizens Community Bancorp Inc.,2019-03-26,true,cs,1659
CZZ,Cosan Limited Class A,2019-03-26,true,cs,1660
D,Dominion Energy Inc.,2019-03-26,true,cs,1661
DAC,Danaos Corporation,2019-03-26,true,cs,1662
DAG,DB Agriculture Double Long ETN due April 1 2038,2019-03-26,true,et,1664
DAIO,Data I/O Corporation,2019-03-26,true,cs,1665
DAKT,Daktronics Inc.,2019-03-26,true,cs,1666
DAL,Delta Air Lines Inc.,2019-03-26,true,cs,1667
DALI,First Trust DorseyWright DALI 1 ETF,2019-03-26,true,N/A,14541
DALT,Anfield Capital Diversified Alternatives ETF,2019-03-26,true,N/A,13459
DAN,Dana Incorporated,2019-03-26,true,cs,1668
DAR,Darling Ingredients Inc.,2019-03-26,true,cs,1670
DARE,Dare Bioscience Inc.,2019-03-26,true,cs,8482
DATA,Tableau Software Inc. Class A,2019-03-26,true,cs,1672
DAUD,ETNs linked to the VelocityShares Daily 4X Long USD vs. AUD Index,2019-03-26,true,N/A,13897
DAVA,Endava plc American Depositary Shares (each representing one Class A),2019-03-26,true,cs,14795
DAVE,Famous Dave's of America Inc.,2019-03-26,true,cs,1674
DAX,Global X DAX Germany ETF,2019-03-26,true,N/A,15333
DB,Deutsche Bank AG,2019-03-26,true,cs,1675
DBA,Invesco DB Agriculture Fund,2019-03-26,true,et,1676
DBAW,Xtrackers MSCI All World ex US Hedged Equity,2019-03-26,true,N/A,8212
DBB,Invesco DB Base Metals Fund,2019-03-26,true,et,1677
DBC,Invesco DB Commodity Index Tracking Fund,2019-03-26,true,et,1679
DBD,Diebold Nixdorf Incorporated,2019-03-26,true,cs,1680
DBE,Invesco DB Energy Fund,2019-03-26,true,et,1681
DBEF,Xtrackers MSCI EAFE Hedged Equity,2019-03-26,true,et,1682
DBEM,Xtrackers MSCI Emerging Markets Hedged Equity,2019-03-26,true,et,1683
DBEU,Xtrackers MSCI Europe Hedged Equity,2019-03-26,true,N/A,7829
DBEZ,Xtrackers MSCI Eurozone Hedged Equity,2019-03-26,true,N/A,9562
DBGR,Xtrackers MSCI Germany Hedged Equity,2019-03-26,true,et,1684
DBJP,Xtrackers MSCI Japan Hedged Equity,2019-03-26,true,N/A,1686
DBKO,Xtrackers MSCI South Korea Hedged Equity,2019-03-26,true,N/A,8213
DBL,DoubleLine Opportunistic Credit Fund of Beneficial Interest,2019-03-26,true,cs,1687
DBLV,AdvisorShares DoubleLine Value Equity,2019-03-26,true,et,6942
DBO,Invesco DB Oil Fund,2019-03-26,true,et,1690
DBP,Invesco DB Precious Metals Fund,2019-03-26,true,et,1691
DBS,Invesco DB Silver Fund,2019-03-26,true,et,1692
DBUK,Xtrackers MSCI United Kingdom Hedged Equity,2019-03-26,true,N/A,7830
DBV,Invesco DB G10 Currency Harvest Fund,2019-03-26,true,et,1694
DBVT,DBV Technologies S.A.,2019-03-26,true,cs,9384
DBX,Dropbox Inc,2019-03-26,true,cs,14193
DCAR,DropCar Inc.,2019-03-26,true,cs,7511
DCF,Dreyfus Alcentra Global Credit Income 2024 Target Term Fund Inc.,2019-03-26,true,cs,13642
DCHF,ETNs linked to the VelocityShares Daily 4X Long USD vs. CHF Index,2019-03-26,true,N/A,13898
DCI,Donaldson Company Inc.,2019-03-26,true,cs,1697
DCIX,Performance Shipping Inc.,2019-03-26,true,cs,1699
DCO,Ducommun Incorporated,2019-03-26,true,cs,1702
DCOM,Dime Community Bancshares Inc.,2019-03-26,true,cs,1703
DCP,DCP Midstream LP,2019-03-26,true,cs,1861
DCP-B,DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,2019-03-26,true,ps,14568
DCP-C,DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,2019-03-26,true,ps,15124
DCPH,Deciphera Pharmaceuticals Inc.,2019-03-26,true,cs,13451
DCUD,Dominion Energy Inc. 2016 Series A Corporate Units,2019-03-26,true,su,11746
DD-A,E.I. du Pont de Nemours and Company Preferred Stock,2019-03-26,true,ps,1709
DD-B,E.I. du Pont de Nemours and Company Preferred Stock,2019-03-26,true,ps,1710
DDD,3D Systems Corporation,2019-03-26,true,cs,1712
DDE,Dover Downs Gaming & Entertainment Inc,2019-03-26,true,cs,1713
DDEZ,WisdomTree Dynamic Currency Hedged Europe Equity Fund,2019-03-26,true,N/A,10996
DDF,Delaware Investments Dividend & Income Fund Inc.,2019-03-26,true,cs,1714
DDG,ProShares Short Oil & Gas,2019-03-26,true,et,1715
DDIV,First Trust RBA Quality Income ETF,2019-03-26,true,N/A,8423
DDJP,WisdomTree Dynamic Currency Hedged Japan Equity Fund,2019-03-26,true,N/A,10997
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,2019-03-26,true,N/A,10998
DDM,ProShares Ultra Dow30,2019-03-26,true,et,1716
DDMX,DD3 Acquisition Corp.,2019-03-26,true,cs,15158
DDMXU,DD3 Acquisition Corp. Units,2019-03-26,true,su,15127
DDMXW,DD3 Acquisition Corp. Warrants,2019-03-26,true,N/A,15170
DDP,DB Commodity Short ETN due April 1 2038,2019-03-26,true,et,1717
DDS,Dillard's Inc.,2019-03-26,true,cs,1722
DDT,Dillard's Capital Trust I,2019-03-26,true,ps,1723
DDWM,WisdomTree Dynamic Currency Hedged International Equity Fund,2019-03-26,true,N/A,10999
DE,Deere & Company,2019-03-26,true,cs,1724
DEA,Easterly Government Properties Inc.,2019-03-26,true,cs,9711
DECK,Deckers Outdoor Corporation,2019-03-26,true,cs,1725
DEEF,Xtrackers FTSE Developed ex US Comprehensive Factor,2019-03-26,true,N/A,10875
DEF,Invesco Defensive Equity,2019-03-26,true,et,14382
DEFA,iShares Adaptive Currency Hedged MSCI EAFE,2019-03-26,true,N/A,11000
DEI,Douglas Emmett Inc.,2019-03-26,true,cs,1730
DELL,Dell Technologies Inc. Class C,2019-03-26,true,cs,15307
DEM,WisdomTree Emerging Markets High Dividend Fund,2019-03-26,true,et,1734
DEMG,Xtrackers FTSE Emerging Comprehensive Factor,2019-03-26,true,N/A,11247
DENN,Denny's Corporation,2019-03-26,true,cs,1735
DEO,Diageo plc,2019-03-26,true,cs,1736
DERM,Dermira Inc.,2019-03-26,true,cs,9259
DES,WisdomTree U.S. SmallCap Dividend Fund,2019-03-26,true,et,1738
DESC,Xtrackers Russell 2000 Comprehensive Factor,2019-03-26,true,N/A,11522
DESP,Despegar.com Corp.,2019-03-26,true,cs,13275
DEST,Destination Maternity Corporation,2019-03-26,true,cs,1739
DEUR,ETNs linked to the VelocityShares Daily 4X Long USD vs. EUR Index,2019-03-26,true,N/A,13899
DEUS,Xtrackers Russell 1000 Comprehensive Factor,2019-03-26,true,N/A,10876
DEW,WisdomTree Global High Dividend Fund,2019-03-26,true,et,1740
DEWJ,iShares Adaptive Currency Hedged MSCI Japan,2019-03-26,true,N/A,11001
DEX,Delaware Enhanced Global Dividend of Beneficial Interest,2019-03-26,true,cs,1741
DEZU,iShares Adaptive Currency Hedged MSCI Eurozone,2019-03-26,true,N/A,11002
DF,Dean Foods Company,2019-03-26,true,cs,1742
DFBH,DFB Healthcare Acquisitions Corp.,2019-03-26,true,cs,14439
DFBHU,DFB Healthcare Acquisitions Corp. Unit,2019-03-26,true,su,14158
DFBHW,DFB Healthcare Acquisitions Corp. Warrant,2019-03-26,true,N/A,14447
DFE,WisdomTree Europe SmallCap Dividend Fund,2019-03-26,true,et,1743
DFEN,Direxion Daily Aerospace & Defense Bull 3X Shares,2019-03-26,true,N/A,12864
DFFN,Diffusion Pharmaceuticals Inc.,2019-03-26,true,cs,12075
DFIN,Donnelley Financial Solutions Inc.,2019-03-26,true,cs,11897
DFJ,WisdomTree Japan SmallCap Fund,2019-03-26,true,et,1744
DFND,Realty Shares DIVCON Dividend Defender,2019-03-26,true,N/A,11014
DFNL,Davis Select Financial ETF,2019-03-26,true,N/A,12287
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,2019-03-26,true,cs,1745
DFRG,Del Frisco's Restaurant Group Inc.,2019-03-26,true,cs,1746
DFS,Discover Financial Services,2019-03-26,true,cs,1747
DFVL,iPath US Treasury 5 Year Bull ETN,2019-03-26,true,et,1752
DFVS,iPath US Treasury 5-year Bear ETN,2019-03-26,true,et,1753
DG,Dollar General Corporation,2019-03-26,true,cs,1755
DGAZ,VelocityShares 3X Inverse Natural Gas ETN linked to the S&P GSCI Natural Gas INdex Excess Return,2019-03-26,true,N/A,1757
DGBP,ETNs linked to the VelocityShares Daily 4X Long USD vs. GBP Index,2019-03-26,true,N/A,13900
DGICA,Donegal Group Inc. Class A Common Stock,2019-03-26,true,cs,1759
DGICB,Donegal Group Inc. Class B Common Stock,2019-03-26,true,cs,1760
DGII,Digi International Inc.,2019-03-26,true,cs,1761
DGL,Invesco DB Gold Fund,2019-03-26,true,et,1763
DGLD,VelocityShares 3x Inverse Gold ETN,2019-03-26,true,N/A,1764
DGLY,Digital Ally Inc.,2019-03-26,true,cs,1765
DGP,DB Gold Double Long ETN due February 15 2038,2019-03-26,true,et,1766
DGRE,WisdomTree Emerging Markets Dividend Growth Fund,2019-03-26,true,N/A,1767
DGRO,iShares Core Dividend Growth,2019-03-26,true,N/A,8710
DGRS,WisdomTree U.S. SmallCap Dividend Growth Fund,2019-03-26,true,N/A,1768
DGRW,WisdomTree U.S. Dividend Growth Fund,2019-03-26,true,N/A,1769
DGS,WisdomTree Emerging Market SmallCap Fund,2019-03-26,true,et,1770
DGSE,DGSE Companies Inc.,2019-03-26,true,cs,1771
DGT,SPDR Global Dow ETF (based on The Global Dow),2019-03-26,true,et,1772
DGX,Quest Diagnostics Incorporated,2019-03-26,true,cs,1773
DGZ,DB Gold Short ETN due February 15 2038,2019-03-26,true,et,1774
DHDG,WisdomTree Dynamic Currency Hedged International Quality Dividend Growth Fund,2019-03-26,true,N/A,12045
DHF,Dreyfus High Yield Strategies Fund,2019-03-26,true,cs,1775
DHI,D.R. Horton Inc.,2019-03-26,true,cs,1777
DHIL,Diamond Hill Investment Group Inc.,2019-03-26,true,cs,1778
DHR,Danaher Corporation,2019-03-26,true,cs,1779
DHR-A,Danaher Corporation 4.75% Mandatory Convertible Preferred Stock Series A,2019-03-26,true,ps,15487
DHS,WisdomTree U.S. High Dividend Fund,2019-03-26,true,et,1781
DHT,DHT Holdings Inc.,2019-03-26,true,cs,1782
DHVW,Diamond Hill Valuation-Weighted 500,2019-03-26,true,N/A,9977
DHX,DHI Group Inc.,2019-03-26,true,cs,1783
DHXM,DHX Media Ltd.,2019-03-26,true,cs,10211
DHY,Credit Suisse High Yield Bond Fund,2019-03-26,true,cs,1784
DIA,SPDR Dow Jones Industrial Average,2019-03-26,true,et,1785
DIAL,Columbia Diversified Fixed Income Allocation,2019-03-26,true,N/A,13545
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund of Beneficial Interest,2019-03-26,true,cs,9563
DIG,ProShares Ultra Oil & Gas,2019-03-26,true,et,1786
DIM,WisdomTree International MidCap Dividend Fund,2019-03-26,true,et,1787
DIN,Dine Brands Global Inc.,2019-03-26,true,cs,1788
DINT,Davis Select International ETF,2019-03-26,true,N/A,14212
DIOD,Diodes Incorporated,2019-03-26,true,cs,1789
DIS,The Walt Disney Company,2019-03-26,true,cs,1791
DISCA,Discovery Inc. Series A Common Stock,2019-03-26,true,cs,1792
DISCB,Discovery Inc. Series B Common Stock,2019-03-26,true,cs,1793
DISCK,Discovery Inc.,2019-03-26,true,cs,1794
DISH,DISH Network Corporation,2019-03-26,true,cs,1795
DIT,AMCON Distributing Company,2019-03-26,true,cs,1796
DIV,Global X Super Dividend,2019-03-26,true,N/A,1797
DIVA,AGFiQ Hedged Dividend Income Fund,2019-03-26,true,N/A,9655
DIVB,iShares U.S. Dividend and Buyback,2019-03-26,true,N/A,13732
DIVC,Citigroup Inc. C-Tracks ETN Miller/Howard Strategic Dividend Reinvestors Due 9/16/2014,2019-03-26,true,N/A,9271
DIVO,Amplify CWP Enhanced Dividend Income,2019-03-26,true,N/A,12175
DIVY,Realty Shares DIVS,2019-03-26,true,N/A,9590
DJCI,E-TRACS Linked to the Bloomberg Commodity Index Total Return due October 31 2039,2019-03-26,true,et,1798
DJCO,Daily Journal Corp. (S.C.),2019-03-26,true,cs,1799
DJD,Invesco Dow Jones Industrial Average Dividend,2019-03-26,true,N/A,14383
DJP,iPath Bloomberg Commodity Index Total Return ETN,2019-03-26,true,et,1800
DJPY,ETNs linked to the VelocityShares Daily 4X Long USD vs. JPY Index,2019-03-26,true,N/A,13901
DK,Delek US Holdings Inc.,2019-03-26,true,cs,13096
DKL,Delek Logistics Partners L.P. representing Limited Partner Interests,2019-03-26,true,cs,1802
DKS,Dick's Sporting Goods Inc,2019-03-26,true,cs,1803
DKT,Deutsch Bk Contingent Cap Tr V Tr Pfd Secs,2019-03-26,true,ps,1804
DL,China Distance Education Holdings Limited American Depositary Shares,2019-03-26,true,cs,1805
DLA,Delta Apparel Inc.,2019-03-26,true,cs,1806
DLB,Dolby Laboratories,2019-03-26,true,cs,1807
DLBR,Citigroup Global Markets Holdings Inc VelocityShares Short LIBOR ETN,2019-03-26,true,N/A,13280
DLBS,iPath US Treasury Long Bond Bear ETN,2019-03-26,true,et,1809
DLHC,DLH Holdings Corp.,2019-03-26,true,cs,1811
DLN,WisdomTree U.S. LargeCap Dividend Fund,2019-03-26,true,et,1814
DLNG,Dynagas LNG Partners LP,2019-03-26,true,cs,8096
DLNG-A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,2019-03-26,true,ps,14590
DLNG-B,Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units liquidation preference $25.00 per Uni,2019-03-26,true,ps,15178
DLPH,Delphi Technologies PLC,2019-03-26,true,cs,13818
DLPN,Dolphin Entertainment Inc.,2019-03-26,true,cs,13947
DLPNW,Dolphin Entertainment Inc. Warrant,2019-03-26,true,N/A,13948
DLR,Digital Realty Trust Inc.,2019-03-26,true,cs,1816
DLR-C,Digital Realty Trust Inc. 6.625% Series C Cumulative Redeemable Perpetual Preferred Stock,2019-03-26,true,ps,13394
DLR-G,Digital Realty Trust Inc. Preferred Series G,2019-03-26,true,ps,1819
DLR-H*,Digital Realty Trust Inc. Redeemable Preferred Stock Series H,2019-03-26,true,ps,8507
DLR-I,Digital Realty Trust Inc. 6.350% Series I Cumulative Redeemable Preferred Stock par value $0.01 per share,2019-03-26,true,ps,10461
DLR-J,Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock,2019-03-26,true,ps,13266
DLR-K,Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share,2019-03-26,true,ps,15528
DLS,WisdomTree International SmallCap Fund,2019-03-26,true,et,1820
DLTH,Duluth Holdings Inc.,2019-03-26,true,cs,10661
DLTR,Dollar Tree Inc.,2019-03-26,true,cs,1821
DLX,Deluxe Corporation,2019-03-26,true,cs,1822
DMAC,DiaMedica Therapeutics Inc.,2019-03-26,true,cs,15293
DMB,Dreyfus Municipal Bond Infrastructure Fund Inc.,2019-03-26,true,cs,1825
DMDV,AAM S&P Developed Markets High Dividend Value,2019-03-26,true,N/A,15260
DMF,Dreyfus Municipal Income Inc.,2019-03-26,true,cs,1827
DMLP,Dorchester Minerals L.P.,2019-03-26,true,cs,1828
DMO,Western Asset Mortgage Defined Opportunity Fund Inc,2019-03-26,true,cs,1830
DMPI,DelMar Pharmaceuticals Inc.,2019-03-26,true,cs,11599
DMRC,Digimarc Corporation,2019-03-26,true,cs,1831
DMRE,DeltaShares S&P EM 100 & Managed Risk,2019-03-26,false,N/A,15542
DMRI,DeltaShares S&P International Managed Risk,2019-03-26,true,N/A,13202
DMRL,DeltaShares S&P 500 Managed Risk,2019-03-26,true,N/A,13203
DMRM,DeltaShares S&P 400 Managed Risk,2019-03-26,true,N/A,13204
DMRS,DeltaShares S&P 600 Managed Risk,2019-03-26,true,N/A,13205
DNBF,DNB Financial Corp,2019-03-26,true,cs,1833
DNI,Dividend and Income Fund,2019-03-26,true,cs,1835
DNJR,Golden Bull Limited,2019-03-26,true,cs,13953
DNKN,Dunkin' Brands Group Inc.,2019-03-26,true,cs,1836
DNL,WisdomTree Global ex-US Quality Dividend Growth Fund,2019-03-26,true,et,1837
DNLI,Denali Therapeutics Inc.,2019-03-26,true,cs,13771
DNN,Denison Mines Corp (Canada),2019-03-26,true,cs,1838
DNOW,NOW Inc.,2019-03-26,true,cs,8654
DNP,DNP Select Income Fund Inc.,2019-03-26,true,cs,1840
DNR,Denbury Resources Inc.,2019-03-26,true,cs,1841
DO,Diamond Offshore Drilling Inc.,2019-03-26,true,cs,1843
DOC,Physicians Realty Trust of Beneficial Interest,2019-03-26,true,cs,1844
DOCU,DocuSign Inc.,2019-03-26,true,cs,14318
DOD,Deutsche Bank AG ELEMENTS Dogs of the Dow Total Return Index Note ELEMENTS Dogs of the Dow Linked to the Dow Jones High Yield Select 10 Total Return Index due N,2019-03-26,true,et,1845
DOG,ProShares Short Dow30,2019-03-26,true,et,1846
DOGS,Arrow Dogs of the World,2019-03-26,true,N/A,13972
DOGZ,Dogness (International) Corporation,2019-03-26,true,cs,13430
DOL,WisdomTree International LargeCap Dividend Fund,2019-03-26,true,et,1848
DOMO,Domo Inc.,2019-03-26,true,cs,14749
DON,WisdomTree U.S. MidCap Dividend Fund,2019-03-26,true,et,1851
DOO,WisdomTree International Dividend Top 100 Fund,2019-03-26,true,et,1852
DOOO,BRP Inc.,2019-03-26,true,cs,15027
DOOR,Masonite International Corporation (Canada),2019-03-26,true,cs,7758
DORM,Dorman Products Inc.,2019-03-26,true,cs,1853
DOV,Dover Corporation,2019-03-26,true,cs,1854
DOVA,Dova Pharmaceuticals Inc.,2019-03-26,true,cs,13011
DOW#,Dow Inc. When Issued,2019-03-26,true,N/A,15539
DOX,Amdocs Limited,2019-03-26,true,cs,1857
DPG,Duff & Phelps Global Utility Income Fund Inc.,2019-03-26,true,cs,1859
DPHCU,DiamondPeak Holdings Corp. Units,2019-03-26,true,su,15401
DPK,Direxion Developed Markets Bear 3x Shares,2019-03-26,true,N/A,1860
DPLO,Diplomat Pharmacy Inc.,2019-03-26,true,cs,9171
DPST,Direxion Daily Regional Banks Bull 3X Shares,2019-03-26,true,N/A,10418
DPW,DPW Holdings Inc.,2019-03-26,true,cs,13977
DPZ,Domino's Pizza Inc,2019-03-26,true,cs,1866
DQ,DAQO New Energy Corp. American Depositary Shares each representing five,2019-03-26,true,cs,1867
DQML,Reality Shares Fundstrat DQM Long,2019-03-26,true,N/A,15192
DRAD,Digirad Corporation,2019-03-26,true,cs,1868
DRD,DRDGOLD Limited American Depositary Shares,2019-03-26,true,cs,1872
DRE,Duke Realty Corporation,2019-03-26,true,cs,1873
DRH,Diamondrock Hospitality Company,2019-03-26,true,cs,1878
DRI,Darden Restaurants Inc.,2019-03-26,true,cs,1879
DRIO,DarioHealth Corp.,2019-03-26,true,cs,11123
DRIOW,,2019-03-26,true,N/A,11124
DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 3X Shares,2019-03-26,true,N/A,10028
DRIV,Global X Autonomous & Electric Vehicles ETF,2019-03-26,true,N/A,14441
DRN,Direxion Daily Real Estate Bull 3x Shares,2019-03-26,true,et,1883
DRNA,Dicerna Pharmaceuticals Inc.,2019-03-26,true,cs,8239
DRQ,Dril-Quip Inc.,2019-03-26,true,cs,1884
DRR,Market Vectors Double Short Euro ETN,2019-03-26,true,et,1885
DRRX,DURECT Corporation,2019-03-26,true,cs,1886
DRSK,Aptus Defined Risk,2019-03-26,true,N/A,14899
DRUA,Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076,2019-03-26,true,N/A,11657
