symbol,name,date,isEnabled,type,iexId
HFWA,Heritage Financial Corporation,2019-03-26,true,cs,3174
HFXE,IQ 50 Percent Hedged FTSE Europe,2019-03-26,true,N/A,10318
HFXI,IQ 50 Percent Hedged FTSE International,2019-03-26,true,N/A,10319
HFXJ,IQ 50 Percent Hedged FTSE Japan,2019-03-26,true,N/A,10320
HGH,Hartford Financial Services Group Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042,2019-03-26,true,N/A,3177
HGLB,Highland Global Allocation Fund,2019-03-26,true,N/A,15218
HGSH,China HGS Real Estate Inc.,2019-03-26,true,cs,3180
HGV,Hilton Grand Vacations Inc.,2019-03-26,true,cs,12190
HHC,The Howard Hughes Corporation,2019-03-26,true,cs,3183
HHHH,Wealthbridge Acquisition Limited,2019-03-26,true,cs,15398
HHHHR,Wealthbridge Acquisition Limited Rights,2019-03-26,true,N/A,15473
HHHHU,Wealthbridge Acquisition Limited Unit,2019-03-26,true,su,15331
HHHHW,Wealthbridge Acquisition Limited Warrants,2019-03-26,true,N/A,15496
HHS,Harte-Hanks Inc.,2019-03-26,true,cs,3184
HI,Hillenbrand Inc,2019-03-26,true,cs,3186
HIBB,Hibbett Sports Inc.,2019-03-26,true,cs,3187
HIE,Miller/Howard High Income Equity Fund of Beneficial Interest,2019-03-26,true,cs,9466
HIFR,InfraREIT Inc.,2019-03-26,true,cs,9606
HIFS,Hingham Institution for Savings,2019-03-26,true,cs,3188
HIG,Hartford Financial Services Group Inc. (The),2019-03-26,true,cs,3189
HIG+,Hartford Financial Services Group Inc. (The) Warrants expiring June 26 2019,2019-03-26,true,N/A,7945
HIG-G,Hartford Financial Services Group Inc. (The) Depositary Shares Series G,2019-03-26,true,ps,15223
HIHO,Highway Holdings Limited,2019-03-26,true,cs,3191
HII,Huntington Ingalls Industries Inc.,2019-03-26,true,cs,3192
HIIQ,Health Insurance Innovations Inc.,2019-03-26,true,cs,3193
HIL,Hill International Inc.,2019-03-26,true,cs,3194
HILO,Columbia EM Quality Dividend,2019-03-26,true,N/A,3196
HIMX,Himax Technologies Inc.,2019-03-26,true,cs,3197
HIO,Western Asset High Income Opportunity Fund Inc.,2019-03-26,true,cs,3198
HIPS,GraniteShares HIPS US High Income,2019-03-26,true,N/A,9638
HIVE,Aerohive Networks Inc.,2019-03-26,true,cs,8294
HIW,Highwoods Properties Inc.,2019-03-26,true,cs,3202
HIX,Western Asset High Income Fund II Inc.,2019-03-26,true,cs,3203
HJLI,Hancock Jaffe Laboratories Inc.,2019-03-26,true,cs,13728
HJLIW,Hancock Jaffe Laboratories Inc. Warrants,2019-03-26,true,N/A,14698
HJPX,iShares Currency Hedged JPX-Nikkei 400,2019-03-26,true,N/A,10626
HJV,MS Structured Asset Corp. SATURNS J.C. Penney Company Inc. Debenture Backed Series 2007-1 7% Callable Class A Units,2019-03-26,true,N/A,3207
HK,Halcon Resources Corporation,2019-03-26,true,cs,3208
HK+,Halcon Resources Corporation Warrant,2019-03-26,true,N/A,11885
HL,Hecla Mining Company,2019-03-26,true,cs,3210
HL-B,Hecla Mining Company Preferred Stock,2019-03-26,true,ps,3211
HLF,Herbalife Nutrition Ltd.,2019-03-26,true,cs,3212
HLG,Hailiang Education Group Inc.,2019-03-26,true,cs,9623
HLI,Houlihan Lokey Inc. Class A,2019-03-26,true,cs,10297
HLIT,Harmonic Inc.,2019-03-26,true,cs,3213
HLM-,,2019-03-26,true,N/A,3214
HLNE,Hamilton Lane Incorporated,2019-03-26,true,cs,12414
HLT,Hilton Worldwide Holdings Inc.,2019-03-26,true,cs,8153
HLTH,Nobilis Health Corp.,2019-03-26,true,cs,9925
HLX,Helix Energy Solutions Group Inc.,2019-03-26,true,cs,3217
HMC,Honda Motor Company Ltd.,2019-03-26,true,cs,3219
HMG,HMG/Courtland Properties Inc.,2019-03-26,true,cs,3221
HMHC,Houghton Mifflin Harcourt Company,2019-03-26,true,cs,8109
HMI,Huami Corporation American Depositary Shares each representing four Class A,2019-03-26,true,cs,14013
HMLP,Hoegh LNG Partners LP representing Limited Partner Interests,2019-03-26,true,cs,8997
HMLP-A,Hoegh LNG Partners LP 8.75% Series A Cumulative Redeemable Preferred Units,2019-03-26,true,ps,14600
HMN,Horace Mann Educators Corporation,2019-03-26,true,cs,3224
HMNF,HMN Financial Inc.,2019-03-26,true,cs,3225
HMOP,Hartford Municipal Opportunities,2019-03-26,true,N/A,13911
HMST,HomeStreet Inc.,2019-03-26,true,cs,3228
HMSY,HMS Holdings Corp,2019-03-26,true,cs,3229
HMTA,HomeTown Bankshares Corporation,2019-03-26,true,cs,11956
HMTV,Hemisphere Media Group Inc.,2019-03-26,true,cs,3230
HMY,Harmony Gold Mining Company Limited,2019-03-26,true,cs,3231
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,2019-03-26,true,N/A,14014
HNGR,Hanger Inc.,2019-03-26,true,cs,3179
HNI,HNI Corporation,2019-03-26,true,cs,3233
HNNA,Hennessy Advisors Inc.,2019-03-26,true,cs,8576
HNP,Huaneng Power Intl,2019-03-26,true,cs,3234
HNRG,Hallador Energy Company,2019-03-26,true,cs,3236
HNW,Pioneer Diversified High Income Trust of Beneficial Interest,2019-03-26,true,cs,3239
HOFT,Hooker Furniture Corporation,2019-03-26,true,cs,3240
HOG,Harley-Davidson Inc.,2019-03-26,true,cs,3241
HOLD,AdvisorShares Sage Core Reserves,2019-03-26,true,N/A,8200
HOLI,Hollysys Automation Technologies Ltd.,2019-03-26,true,cs,3242
HOLX,Hologic Inc.,2019-03-26,true,cs,3244
HOMB,Home BancShares Inc.,2019-03-26,true,cs,3245
HOME,At Home Group Inc.,2019-03-26,true,cs,10486
HOML,ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN due March 13 2045,2019-03-26,true,N/A,9808
HOMZ,Hoya Capital Housing,2019-03-26,false,N/A,15538
HON,Honeywell International Inc.,2019-03-26,true,cs,3247
HONE,HarborOne Bancorp Inc.,2019-03-26,true,cs,11545
HONR,InsightShares Patriotic Employers,2019-03-26,true,N/A,14047
HOPE,Hope Bancorp Inc.,2019-03-26,true,cs,620
HOS,Hornbeck Offshore Services,2019-03-26,true,cs,3248
HOTH,Hoth Therapeutics Inc.,2019-03-26,true,cs,15134
HOV,Hovnanian Enterprises Inc. Class A,2019-03-26,true,cs,3251
HOVNP,Hovnanian Enterprises Inc Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,2019-03-26,true,ps,3252
HP,Helmerich & Payne Inc.,2019-03-26,true,cs,3254
HPE,Hewlett Packard Enterprise Company,2019-03-26,true,cs,10719
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,2019-03-26,true,cs,3257
HPI,John Hancock Preferred Income Fund of Beneficial Interest,2019-03-26,true,cs,3258
HPJ,Highpower International Inc,2019-03-26,true,cs,3259
HPP,Hudson Pacific Properties Inc.,2019-03-26,true,cs,3261
HPQ,HP Inc.,2019-03-26,true,cs,3263
HPR,HIGHPOINT RESOURCES CORP,2019-03-26,true,N/A,14243
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,2019-03-26,true,cs,3264
HPT,Hospitality Properties Trust,2019-03-26,true,cs,3265
HQH,Tekla Healthcare Investors,2019-03-26,true,cs,3269
HQL,TeklaLife Sciences Investors,2019-03-26,true,cs,3270
HQY,HealthEquity Inc.,2019-03-26,true,cs,8965
HR,Healthcare Realty Trust Incorporated,2019-03-26,true,cs,3271
HRB,H&R Block Inc.,2019-03-26,true,cs,3272
HRC,Hill-Rom Holdings Inc,2019-03-26,true,cs,3273
HRI,Herc Holdings Inc.,2019-03-26,true,cs,3320
HRL,Hormel Foods Corporation,2019-03-26,true,cs,3275
HROW,Harrow Health Inc.,2019-03-26,true,cs,3515
HRS,Harris Corporation,2019-03-26,true,cs,3276
HRTG,Heritage Insurance Holdings Inc.,2019-03-26,true,cs,8627
HRTX,Heron Therapeutics Inc.,2019-03-26,true,cs,8228
HRZN,Horizon Technology Finance Corporation,2019-03-26,true,cs,3278
HSBC,HSBC Holdings plc.,2019-03-26,true,cs,3117
HSBC-A,HSBC Holdings plc. ADR SER A REP 1/40 PFD SER A,2019-03-26,true,cs,14601
HSC,Harsco Corporation,2019-03-26,true,cs,3281
HSCZ,iShares Currency Hedged MSCI EAFE Small-Cap,2019-03-26,true,N/A,10252
HSDT,Helius Medical Technologies Inc.,2019-03-26,true,cs,14435
HSGX,Histogenics Corporation,2019-03-26,true,cs,9544
HSIC,Henry Schein Inc.,2019-03-26,true,cs,3283
HSII,Heidrick & Struggles International Inc.,2019-03-26,true,cs,3284
HSKA,Heska Corporation,2019-03-26,true,cs,3285
HSON,Hudson Global Inc.,2019-03-26,true,cs,3288
HSPX,Global X Funds S&P 500 Covered Call,2019-03-26,true,N/A,15334
HSRT,Hartford Short Duration,2019-03-26,true,N/A,14685
HST,Host Hotels & Resorts Inc.,2019-03-26,true,cs,3291
HSTM,HealthStream Inc.,2019-03-26,true,cs,3292
HSY,The Hershey Company,2019-03-26,true,cs,3293
HT,Hersha Hospitality Trust Class A of Beneficial Interest,2019-03-26,true,cs,3294
HT-C,Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,2019-03-26,true,ps,3296
HT-D,Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest $0.01 par value per share,2019-03-26,true,ps,11436
HT-E,Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,2019-03-26,true,ps,12076
HTA,Healthcare Trust of America Inc. Class A,2019-03-26,true,cs,3297
HTAB,Hartford Schroders Tax-Aware Bond,2019-03-26,true,N/A,14461
HTBI,HomeTrust Bancshares Inc.,2019-03-26,true,cs,3298
HTBK,Heritage Commerce Corp,2019-03-26,true,cs,3299
HTBX,Heat Biologics Inc.,2019-03-26,true,cs,3300
HTD,John Hancock Tax Advantaged Dividend Income Fund of Beneficial Interest,2019-03-26,true,cs,3303
HTFA,Horizon Technology Finance Corporation 6.25% Notes due 2022,2019-03-26,true,N/A,13502
HTGC,Hercules Capital Inc.,2019-03-26,true,cs,3305
HTGM,HTG Molecular Diagnostics Inc.,2019-03-26,true,cs,9947
HTH,Hilltop Holdings Inc.,2019-03-26,true,cs,3308
HTHT,Huazhu Group Limited,2019-03-26,true,cs,3309
HTLD,Heartland Express Inc.,2019-03-26,true,cs,3310
HTLF,Heartland Financial USA Inc.,2019-03-26,true,cs,3311
HTRB,Hartford Total Return Bond,2019-03-26,true,N/A,13460
HTUS,Hull Tactical US,2019-03-26,true,N/A,10228
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund of Beneficial Interest,2019-03-26,true,cs,3319
HTZ,Hertz Global Holdings Inc,2019-03-26,true,cs,11509
HUBB,Hubbell Inc,2019-03-26,true,cs,3322
HUBG,Hub Group Inc.,2019-03-26,true,cs,3323
HUBS,HubSpot Inc.,2019-03-26,true,cs,9193
HUD,Hudson Ltd. Class A,2019-03-26,true,cs,13783
HUM,Humana Inc.,2019-03-26,true,cs,3324
HUN,Huntsman Corporation,2019-03-26,true,cs,3325
HUNT,Hunter Maritime Acquisition Corp.,2019-03-26,true,cs,12267
HUNTU,Hunter Maritime Acquisition Corp. Unit,2019-03-26,true,su,11947
HUNTW,Hunter Maritime Acquisition Corp. Warrant,2019-03-26,true,N/A,12274
HURC,Hurco Companies Inc.,2019-03-26,true,cs,3326
HURN,Huron Consulting Group Inc.,2019-03-26,true,cs,3327
HUSA,Houston American Energy Corporation,2019-03-26,true,cs,3328
HUSE,Strategy Shares US Market Rotation,2019-03-26,true,et,3329
HUSV,First Trust Exchange-Traded Fund III Horizon Managed Volatility Domestic,2019-03-26,true,N/A,11756
HUYA,HUYA Inc. American depositary shares each representing one Class A,2019-03-26,true,cs,14394
HVBC,HV Bancorp Inc.,2019-03-26,true,cs,12026
HVT,Haverty Furniture Companies Inc.,2019-03-26,true,cs,3332
HVT.A,Haverty Furniture Companies Inc.,2019-03-26,true,cs,3333
HWBK,Hawthorn Bancshares Inc.,2019-03-26,true,cs,3336
HWC,Hancock Whitney Corporation,2019-03-26,true,cs,3119
HWCC,Houston Wire & Cable Company,2019-03-26,true,cs,3337
HWCPL,,2019-03-26,true,N/A,9874
HWKN,Hawkins Inc.,2019-03-26,true,cs,3339
HX,Hexindai Inc.,2019-03-26,true,cs,13615
HXL,Hexcel Corporation,2019-03-26,true,cs,3340
HY,Hyster-Yale Materials Handling Inc. Class A,2019-03-26,true,cs,3342
HYB,New America High Income Fund Inc. (The),2019-03-26,true,cs,3343
HYD,VanEck Vectors High Yield Municipal Index,2019-03-26,true,et,3344
HYDB,iShares Edge High Yield Defensive Bond,2019-03-26,true,N/A,13116
HYDD,Direxion Daily High Yield Bear 2X Shares,2019-03-26,true,N/A,11492
HYDW,Xtrackers Low Beta High Yield Bond,2019-03-26,true,N/A,14008
HYEM,VanEck Vectors Emerging Markets High Yield Bond,2019-03-26,true,et,3345
HYG,iShares iBoxx $ High Yield Corporate Bond,2019-03-26,true,et,3347
HYGH,iShares Interest Rate Hedged High Yield Bond,2019-03-26,true,N/A,8672
HYGS,Hydrogenics Corporation,2019-03-26,true,cs,3348
HYGV,FlexShares High Yield Value-Scored Bond Index Fund,2019-03-26,true,N/A,14840
HYHG,ProShares High Yield Interest Rate Hedged,2019-03-26,true,N/A,3349
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,2019-03-26,true,cs,3350
HYIH,Xtrackers High Yield Corporate Bond - Interest Rate Hedged,2019-03-26,true,N/A,9783
HYLB,Xtrackers USD High Yield Corporate Bond,2019-03-26,true,N/A,12156
HYLD,High Yield,2019-03-26,true,et,14775
HYLS,First Trust High Yield Long/Short ETF,2019-03-26,true,N/A,3353
HYLV,IndexIQ ETF Trust IQ S&P High Yield Low Volatility Bond,2019-03-26,true,N/A,12381
HYMB,SPDR Nuveen S&P High Yield Municipal Bond,2019-03-26,true,et,3354
HYND,WisdomTree BofA Merrill Lynch High Yield Bond Nega,2019-03-26,true,N/A,8171
HYRE,HyreCar Inc.,2019-03-26,true,cs,14668
HYS,PIMCO 0-5 Year High Yield Corporat Bond Index Exchange-Traded Fund,2019-03-26,true,et,3355
HYT,Blackrock Corporate High Yield Fund Inc.,2019-03-26,true,cs,3356
HYUP,Xtrackers High Beta High Yield Bond,2019-03-26,true,N/A,14009
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate,2019-03-26,true,N/A,11486
HYXU,iShares International High Yield Bond,2019-03-26,true,N/A,3358
HYZD,WisdomTree BofA Merrill Lynch High Yield Bond Zero,2019-03-26,true,N/A,8172
HZN,Horizon Global Corporation,2019-03-26,true,cs,10127
HZNP,Horizon Pharma plc,2019-03-26,true,cs,3359
HZO,MarineMax Inc. (FL),2019-03-26,true,cs,3360
I,Intelsat S.A.,2019-03-26,true,cs,3361
IAC,IAC/InterActiveCorp,2019-03-26,true,cs,3362
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund of Beneficial Interest,2019-03-26,true,cs,3363
IAF,Aberdeen Australia Equity Fund Inc,2019-03-26,true,cs,3364
IAG,Iamgold Corporation,2019-03-26,true,cs,3365
IAGG,iShares International Aggregate Bond Fund,2019-03-26,true,N/A,10841
IAI,iShares U.S. Broker-Dealers & Securities Exchanges,2019-03-26,true,et,3366
IAK,iShares U.S. Insurance,2019-03-26,true,et,3367
IART,Integra LifeSciences Holdings Corporation,2019-03-26,true,cs,3368
IAT,iShares U.S. Regional Banks,2019-03-26,true,et,3369
IAU,ishares Gold Trust,2019-03-26,true,et,3370
IAUF,iShares Gold Strategy,2019-03-26,true,N/A,14718
IBA,Industrias Bachoco S.A.B. de C.V.,2019-03-26,true,cs,3371
IBB,iShares Nasdaq Biotechnology Index Fund,2019-03-26,true,et,3372
IBCD,iShares iBonds Mar 2020 Term Corporate ex-Financials Term,2019-03-26,true,N/A,3376
IBCE,iShares iBonds Mar 2023 Term Corporate ex-Financials,2019-03-26,true,N/A,3377
IBCP,Independent Bank Corporation,2019-03-26,true,cs,3378
IBD,Inspire Corporate Bond Impact,2019-03-26,true,N/A,13111
IBDC,iShares iBonds Mar 2020 Term Corporate,2019-03-26,true,N/A,3382
IBDD,iShares iBonds Mar 2023 Term Corporate,2019-03-26,true,N/A,3383
IBDK,iShares iBonds Dec 2019 Term Corporate,2019-03-26,true,N/A,9815
IBDL,iShares iBonds Dec 2020 Term Corporate,2019-03-26,true,N/A,9551
IBDM,iShares iBonds Dec 2021 Term Corporate,2019-03-26,true,N/A,9816
IBDN,iShares iBonds Dec 2022 Term Corporate,2019-03-26,true,N/A,9817
IBDO,iShares iBonds Dec 2023 Term Corporate,2019-03-26,true,N/A,9818
IBDP,iShares iBonds Dec 2024 Term Corporate,2019-03-26,true,N/A,9819
IBDQ,iShares iBonds Dec 2025 Term Corporate,2019-03-26,true,N/A,9820
IBDR,iShares iBonds Dec 2026 Term Corporate,2019-03-26,true,N/A,11830
IBDS,iShares iBonds Dec 2027 Term Corporate,2019-03-26,true,N/A,13385
IBDT,iShares iBonds Dec 2028 Term Corporate,2019-03-26,true,N/A,15049
IBIO,iBio Inc.,2019-03-26,true,cs,3384
IBKC,IBERIABANK Corporation,2019-03-26,true,cs,3385
IBKCO,IBERIABANK Corporation Depositary Shares Representing Series C Fixed to Floating,2019-03-26,true,ps,11406
IBKCP,IBERIABANK Corporation Depositary Shares Representing Series B Fixed to Floating,2019-03-26,true,ps,10465
IBKR,"Interactive Brokers Group, Inc.",2019-03-26,true,cs,15118
IBM,International Business Machines Corporation,2019-03-26,true,cs,3387
IBMH,iShares iBonds Sep 2019 Term Muni Bond,2019-03-26,true,N/A,8278
IBMI,iShares iBonds Sep 2020 Term Muni Bond,2019-03-26,true,N/A,9128
IBMJ,iShares iBonds Dec 2021 Term Muni Bond,2019-03-26,true,N/A,10474
IBMK,iShares iBonds Dec 2022 Term Muni Bond,2019-03-26,true,N/A,10475
IBML,iShares iBonds Dec 2023 Term Muni Bond,2019-03-26,true,N/A,12785
IBMM,iShares iBonds Dec 2024 Term Muni Bond,2019-03-26,true,N/A,14267
IBMN,iShares iBonds Dec 2025 Term Muni Bond,2019-03-26,true,N/A,15227
IBN,ICICI Bank Limited,2019-03-26,true,cs,3388
IBND,SPDR Bloomberg Barclays International Corporate Bond,2019-03-26,true,et,3389
IBOC,International Bancshares Corporation,2019-03-26,true,cs,3390
IBP,Installed Building Products Inc.,2019-03-26,true,cs,8215
IBTX,Independent Bank Group Inc,2019-03-26,true,cs,3391
IBUY,Amplify Online Retail ETF,2019-03-26,true,N/A,11262
ICAD,iCad Inc.,2019-03-26,true,cs,3393
ICBK,County Bancorp Inc.,2019-03-26,true,cs,9516
ICCC,ImmuCell Corporation,2019-03-26,true,cs,3395
ICCH,ICC Holdings Inc.,2019-03-26,true,cs,12355
ICD,Independence Contract Drilling Inc.,2019-03-26,true,cs,8868
ICE,Intercontinental Exchange Inc.,2019-03-26,true,cs,3396
ICF,iShares Cohen & Steers REIT,2019-03-26,true,et,3398
ICFI,ICF International Inc.,2019-03-26,true,cs,3399
ICHR,Ichor Holdings,2019-03-26,true,cs,12093
ICL,Israel Chemicals Limited,2019-03-26,true,cs,9308
ICLK,iClick Interactive Asia Group Limited,2019-03-26,true,cs,13633
ICLN,iShares S&P Global Clean Energy Index Fund,2019-03-26,true,et,3403
ICLR,ICON plc,2019-03-26,true,cs,3404
ICOL,iShares Inc MSCI Colombia,2019-03-26,true,N/A,3406
ICON,Iconix Brand Group Inc.,2019-03-26,true,cs,3407
ICOW,Pacer Developed Markets International Cash Cows 100,2019-03-26,true,N/A,13026
ICPT,Intercept Pharmaceuticals Inc.,2019-03-26,true,cs,3408
ICSH,iShares Ultra Short-Term Bond,2019-03-26,true,N/A,8161
ICUI,ICU Medical Inc.,2019-03-26,true,cs,3409
ICVT,iShares Convertible Bond,2019-03-26,true,N/A,10073
IDA,IDACORP Inc.,2019-03-26,true,cs,3410
IDCC,InterDigital Inc.,2019-03-26,true,cs,3411
IDE,Voya Infrastructure Industrials and Materials Fund of Beneficial Interest,2019-03-26,true,cs,3412
IDEV,iShares Core MSCI International Developed Markets,2019-03-26,true,N/A,12493
IDEX,Ideanomics Inc.,2019-03-26,true,cs,7658
IDHD,Invesco S&P International Developed High Dividend Low Volatility,2019-03-26,true,N/A,12128
IDHQ,Invesco S&P International Developed Quality,2019-03-26,true,et,3414
IDIV,U.S. Equity Cumulative Dividends Fund Series 2027 Shares,2019-03-26,true,N/A,14108
IDLB,PowerShares FTSE International Low Beta Equal Weig,2019-03-26,true,N/A,10808
IDLV,Invesco S&P International Developed Low Volatility,2019-03-26,true,et,3417
IDMO,Invesco S&P International Developed Momentum,2019-03-26,true,et,3413
IDN,Intellicheck Inc.,2019-03-26,true,cs,3418
IDOG,ALPS International Sector Dividend Dogs,2019-03-26,true,N/A,3419
IDRA,Idera Pharmaceuticals Inc.,2019-03-26,true,cs,3420
IDSA,Industrial Services of America Inc.,2019-03-26,true,cs,3421
IDSY,I.D. Systems Inc.,2019-03-26,true,cs,3422
IDT,IDT Corporation Class B,2019-03-26,true,cs,3423
IDTI,Integrated Device Technology Inc.,2019-03-26,true,cs,3424
IDU,iShares U.S. Utilities,2019-03-26,true,et,3425
IDV,iShares International Select Dividend,2019-03-26,true,et,3426
IDX,VanEck Vectors Indonesia Index,2019-03-26,true,et,3427
IDXG,Interpace Diagnostics Group Inc.,2019-03-26,true,cs,5319
IDXX,IDEXX Laboratories Inc.,2019-03-26,true,cs,3429
IEA,Infrastructure and Energy Alternatives Inc.,2019-03-26,true,cs,11760
IEAWW,Infrastructure and Energy Alternatives Inc. Warrant,2019-03-26,true,N/A,11769
IEC,IEC Electronics Corp.,2019-03-26,true,cs,3430
IECS,iShares Evolved U.S. Consumer Staples,2019-03-26,true,N/A,14271
IEDI,iShares Evolved U.S. Discretionary Spending,2019-03-26,true,N/A,14272
IEF,iShares 7-10 Year Treasury Bond ETF,2019-03-26,true,et,3431
IEFA,iShares Core MSCI EAFE,2019-03-26,true,et,3432
IEFN,iShares Evolved U.S. Financials,2019-03-26,true,N/A,14273
IEHS,iShares Evolved U.S. Healthcare Staples,2019-03-26,true,N/A,14274
IEI,iShares 3-7 Year Treasury Bond ETF,2019-03-26,true,et,3433
IEIH,iShares Evolved U.S. Innovative Healthcare,2019-03-26,true,N/A,14275
IEMD,Invesco Emerging Markets Debt Defensive,2019-03-26,true,N/A,14850
IEME,iShares Evolved U.S. Media and Entertainment,2019-03-26,true,N/A,14276
IEMG,iShares Core MSCI Emerging Markets,2019-03-26,true,et,3435
IEMV,Invesco Emerging Markets Debt Value,2019-03-26,true,N/A,14851
IEO,iShares U.S. Oil & Gas Exploration & Production,2019-03-26,true,et,3436
IEP,Icahn Enterprises L.P.,2019-03-26,true,cs,3437
IESC,IES Holdings Inc.,2019-03-26,true,cs,3438
IETC,iShares Evolved U.S. Technology,2019-03-26,true,N/A,14277
IEUR,iShares Core MSCI Europe,2019-03-26,true,N/A,8711
IEUS,iShares Developed Small Cap ex-North America,2019-03-26,true,et,3452
IEV,iShares Europe,2019-03-26,true,et,3440
IEX,IDEX Corporation,2019-03-26,true,cs,3441
IEZ,iShares U.S. Oil Equipment & Services,2019-03-26,true,et,3442
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,2019-03-26,true,et,3445
IFF,Internationa Flavors & Fragrances Inc.,2019-03-26,true,cs,3446
IFFT,International Flavors & Fragrances Inc. 6.00% Tangible Equity Units,2019-03-26,true,su,15046
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,2019-03-26,true,et,3447
IFIX,Xtrackers Barclays International Corporate Bond Hedged,2019-03-26,true,N/A,12006
IFLY,ETFMG Drone Economy Strategy,2019-03-26,true,N/A,11131
IFMK,iFresh Inc.,2019-03-26,true,cs,12371
IFN,India Fund Inc. (The),2019-03-26,true,cs,3449
IFRA,iShares U.S. Infrastructure,2019-03-26,true,N/A,14340
IFRX,InflaRx N.V.,2019-03-26,true,cs,13694
IFV,First Trust Dorsey Wright International Focus 5,2019-03-26,true,N/A,8982
IG,Principal Investment Grade Corporate Active,2019-03-26,true,N/A,14452
IGA,Voya Global Advantage and Premium Opportunity Fund of Beneficial Interest,2019-03-26,true,cs,3455
IGBH,iShares Interest Rate Hedged Long-Term Corporate Bond,2019-03-26,true,N/A,10324
IGC,India Globalization Capital Inc.,2019-03-26,true,cs,3456
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,2019-03-26,true,cs,3457
IGE,iShares North American Natural Resources,2019-03-26,true,et,3458
IGEB,iShares Edge Investment Grade Enhanced Bond,2019-03-26,true,N/A,13117
IGF,iShares Global Infrastructure ETF,2019-03-26,true,et,3460
IGHG,ProShares Investment Grade-Interest Rate Hedged,2019-03-26,true,N/A,8091
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,2019-03-26,true,cs,3461
IGIB,iShares Intermediate Credit Bond ETF,2019-03-26,true,et,1267
IGIH,Xtrackers Investment Grade Bond - Interest Rate Hedged,2019-03-26,true,N/A,9784
IGLB,Shares Long-Term Corporate Bond,2019-03-26,true,et,1313
IGLD,Internet Gold Golden Lines Ltd.,2019-03-26,true,cs,3462
IGM,iShares Expanded Tech Sector,2019-03-26,true,et,3463
IGN,iShares North American Tech-Multimedia Networking,2019-03-26,true,et,3464
IGOV,iShares S&P/Citigroup International Treasury Bond,2019-03-26,true,et,3466
IGR,CBRE Clarion Global Real Estate Income Fund,2019-03-26,true,cs,3467
IGRO,iShares International Dividend Growth,2019-03-26,true,N/A,11387
IGSB,iShares 1-3 Year Credit Bond ETF,2019-03-26,true,et,1513
IGT,International Game Technology,2019-03-26,true,cs,9894
IGV,iShares Expanded Tech-Software Sector,2019-03-26,true,et,3472
IGVT,Xtrackers Barclays International Treasury Bond Hedged,2019-03-26,true,N/A,12007
IHC,Independence Holding Company,2019-03-26,true,cs,3473
IHD,Voya Emerging Markets High Income Dividend Equity Fund,2019-03-26,true,cs,3474
IHDG,WisdomTree International Hedged Quality Dividend Growth Fund,2019-03-26,true,N/A,8598
IHE,iShares U.S. Pharmaceutical,2019-03-26,true,et,3475
IHF,iShares U.S. Health Care Providers,2019-03-26,true,et,3476
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one),2019-03-26,true,cs,3477
IHI,iShares U.S. Medical Devices,2019-03-26,true,et,3478
IHIT,Invesco High Income 2023 Target Term Fund of Beneficial Interest,2019-03-26,true,cs,12008
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,2019-03-26,true,cs,3480
IHTA,Invesco High Income 2024 Target Term Fund of Beneficial Interest No par value per share,2019-03-26,true,cs,13492
IHY,VanEck Vectors International High Yield Bond,2019-03-26,true,et,3481
IHYD,Invesco Corporate Income Defensive,2019-03-26,true,N/A,14852
IHYV,Invesco Corporate Income Value,2019-03-26,true,N/A,14853
IID,Voya International High Dividend Equity Income Fund of Beneficial Interest,2019-03-26,true,cs,3482
IIF,Morgan Stanley India Investment Fund Inc.,2019-03-26,true,cs,3483
IIGD,Invesco Investment Grade Defensive,2019-03-26,true,N/A,14854
IIGV,Invesco Investment Grade Value,2019-03-26,true,N/A,14855
III,Information Services Group Inc.,2019-03-26,true,cs,3484
IIIN,Insteel Industries Inc.,2019-03-26,true,cs,3485
IIIV,i3 Verticals Inc.,2019-03-26,true,cs,14730
IIJI,Internet Initiative Japan Inc.,2019-03-26,true,cs,3486
IIM,Invesco Value Municipal Income Trust,2019-03-26,true,cs,3488
IIN,IntriCon Corporation,2019-03-26,true,cs,3489
IIPR,Innovative Industrial Properties Inc.,2019-03-26,true,cs,11984
